lambda,0.5,0.4,0.3,0.2,0.1,0.05,0.03,0.017,0.01
kodim01,9.4879086843E-01,9.6178691509E-01,9.7208016014E-01,9.8041553916E-01,9.8813727036E-01,9.9253680114E-01,9.9480813968E-01,9.9680304335E-01,9.9796465433E-01
kodim02,9.4625552064E-01,9.5732095983E-01,9.6730186509E-01,9.7714424413E-01,9.8636953804E-01,9.9148168008E-01,9.9380242790E-01,9.9604794357E-01,9.9730066707E-01
kodim03,9.7055236070E-01,9.7744288420E-01,9.8289194978E-01,9.8751275281E-01,9.9203104131E-01,9.9482038192E-01,9.9619421804E-01,9.9737338021E-01,9.9806703606E-01
kodim04,9.5444572557E-01,9.6460996211E-01,9.7405456986E-01,9.8136393327E-01,9.8853459860E-01,9.9262737035E-01,9.9466362872E-01,9.9650819894E-01,9.9760769438E-01
kodim05,9.5200490269E-01,9.6508455987E-01,9.7602327362E-01,9.8329103549E-01,9.9015751809E-01,9.9391873778E-01,9.9584770548E-01,9.9734290048E-01,9.9821770468E-01
kodim06,9.5128517656E-01,9.6350146851E-01,9.7201351140E-01,9.8041959489E-01,9.8827127000E-01,9.9270416810E-01,9.9486773418E-01,9.9671924904E-01,9.9778928217E-01
kodim07,9.7523131020E-01,9.8099898929E-01,9.8556143877E-01,9.8953079199E-01,9.9335182837E-01,9.9564281707E-01,9.9679296228E-01,9.9773524555E-01,9.9833252191E-01
kodim08,9.5897631382E-01,9.6842721643E-01,9.7520679984E-01,9.8289749060E-01,9.8964936517E-01,9.9349622153E-01,9.9533827222E-01,9.9702041375E-01,9.9804560336E-01
kodim09,9.7349874001E-01,9.7827716328E-01,9.8198360363E-01,9.8570052106E-01,9.9024067521E-01,9.9372690566E-01,9.9518736151E-01,9.9652445935E-01,9.9756014963E-01
kodim10,9.6913661526E-01,9.7611246315E-01,9.8121619816E-01,9.8568172238E-01,9.9073116472E-01,9.9402695493E-01,9.9547433062E-01,9.9675830151E-01,9.9768512119E-01
kodim11,9.5521617098E-01,9.6539966864E-01,9.7391267659E-01,9.8144265019E-01,9.8876357582E-01,9.9287670381E-01,9.9496102453E-01,9.9673514423E-01,9.9780674514E-01
kodim12,9.6101417004E-01,9.6915649482E-01,9.7561428221E-01,9.8260465244E-01,9.8920490323E-01,9.9330807854E-01,9.9516924370E-01,9.9670638494E-01,9.9765519145E-01
kodim13,9.3132951506E-01,9.5086088374E-01,9.6530516437E-01,9.7464998983E-01,9.8436885613E-01,9.8982837816E-01,9.9301464978E-01,9.9592154457E-01,9.9756777548E-01
kodim14,9.4826998825E-01,9.6127829171E-01,9.7215923102E-01,9.8031483913E-01,9.8833420484E-01,9.9260138050E-01,9.9482791897E-01,9.9671152132E-01,9.9782565762E-01
kodim15,9.6146543817E-01,9.6910130999E-01,9.7698094421E-01,9.8313766445E-01,9.8891705467E-01,9.9264653231E-01,9.9462289213E-01,9.9647400555E-01,9.9759147825E-01
kodim16,9.5975036170E-01,9.6886585939E-01,9.7579407599E-01,9.8284083625E-01,9.8959192348E-01,9.9343386308E-01,9.9530331182E-01,9.9691166819E-01,9.9784628354E-01
kodim17,9.6782160120E-01,9.7527734433E-01,9.8101696152E-01,9.8595559407E-01,9.9114760369E-01,9.9427538397E-01,9.9577180321E-01,9.9702984166E-01,9.9788726386E-01
kodim18,9.4693556742E-01,9.5965706276E-01,9.7071592915E-01,9.7867038918E-01,9.8691099193E-01,9.9142914982E-01,9.9382115973E-01,9.9601558257E-01,9.9740926356E-01
kodim19,9.5877534090E-01,9.6818469574E-01,9.7557125984E-01,9.8199161846E-01,9.8857120375E-01,9.9264089467E-01,9.9465877002E-01,9.9648225569E-01,9.9762546535E-01
kodim20,9.7243863481E-01,9.7803337687E-01,9.8248502799E-01,9.8614320128E-01,9.9008340148E-01,9.9341589968E-01,9.9517370629E-01,9.9665740064E-01,9.9762307221E-01
kodim21,9.6315166892E-01,9.7078231984E-01,9.7721789070E-01,9.8267199566E-01,9.8874665513E-01,9.9288172769E-01,9.9479086334E-01,9.9644454513E-01,9.9757505651E-01
kodim22,9.4504094329E-01,9.5779368974E-01,9.6918948014E-01,9.7794231449E-01,9.8638751690E-01,9.9126911625E-01,9.9370381307E-01,9.9595799874E-01,9.9736295822E-01
kodim23,9.7379954591E-01,9.7894086048E-01,9.8373301784E-01,9.8789175849E-01,9.9195058602E-01,9.9464197667E-01,9.9599445170E-01,9.9708466658E-01,9.9785686135E-01
kodim24,9.5458342504E-01,9.6635139994E-01,9.7574863819E-01,9.8260183209E-01,9.8952862699E-01,9.9332795387E-01,9.9525818936E-01,9.9694042859E-01,9.9796579097E-01
Average,9.5832374606E-01,9.6805190999E-01,9.7599074792E-01,9.8261737341E-01,9.8916589058E-01,9.9306496157E-01,9.9500202410E-01,9.9670442184E-01,9.9775705410E-01
